"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 11- 28","35,416.98","35,332.13","35,518.67","35,307.73","263.10M","0.24%"
"2023- 11- 27","35,333.47","35,376.44","35,410.37","35,280.57","258.35M","-0.16%"
"2023- 11- 24","35,390.15","35,299.90","35,399.44","35,299.90","117.04M","0.33%"
"2023- 11- 22","35,273.03","35,189.33","35,315.20","35,155.80","237.30M","0.53%"
"2023- 11- 21","35,088.29","35,104.84","35,118.04","35,038.44","271.12M","-0.18%"
"2023- 11- 20","35,151.04","34,932.49","35,227.48","34,907.98","339.64M","0.58%"
"2023- 11- 17","34,947.28","34,964.82","35,028.22","34,882.82","343.39M","0.01%"
"2023- 11- 16","34,945.47","34,868.03","35,022.46","34,818.03","436.84M","-0.13%"
"2023- 11- 15","34,991.21","34,906.72","35,051.10","34,868.48","347.80M","0.47%"
"2023- 11- 14","34,827.70","34,581.20","34,931.01","34,581.20","331.24M","1.43%"
"2023- 11- 13","34,337.87","34,259.25","34,405.84","34,205.81","248.50M","0.16%"
"2023- 11- 10","34,283.10","34,020.82","34,310.36","33,905.62","302.47M","1.15%"
"2023- 11- 09","33,891.94","34,163.71","34,167.54","33,859.77","332.64M","-0.65%"
"2023- 11- 08","34,112.27","34,185.92","34,252.75","33,996.20","280.33M","-0.12%"
"2023- 11- 07","34,152.60","34,075.65","34,206.98","34,026.72","285.18M","0.17%"
"2023- 11- 06","34,095.86","34,092.61","34,167.26","33,989.72","267.35M","0.10%"
"2023- 11- 03","34,061.32","33,988.83","34,163.63","33,946.60","311.00M","0.66%"
"2023- 11- 02","33,839.08","33,457.82","33,852.96","33,450.03","311.13M","1.70%"
"2023- 11- 01","33,274.58","33,081.87","33,337.15","33,010.85","307.57M","0.67%"
"2023- 10- 31","33,052.87","33,029.11","33,070.28","32,787.12","310.02M","0.38%"
"2023- 10- 30","32,928.96","32,537.54","33,002.97","32,537.54","300.24M","1.58%"
"2023- 10- 27","32,417.59","32,782.40","32,787.56","32,327.20","376.98M","-1.12%"
"2023- 10- 26","32,784.30","33,017.17","33,105.03","32,743.99","379.88M","-0.76%"
"2023- 10- 25","33,035.93","33,203.53","33,267.91","32,989.72","355.69M","-0.32%"
"2023- 10- 24","33,141.38","33,089.64","33,272.19","32,988.43","359.23M","0.62%"
"2023- 10- 23","32,936.41","32,993.02","33,234.85","32,892.19","345.44M","-0.58%"
"2023- 10- 20","33,127.28","33,365.27","33,425.77","33,118.12","330.15M","-0.86%"
"2023- 10- 19","33,414.17","33,669.52","33,852.39","33,368.58","307.06M","-0.75%"
"2023- 10- 18","33,665.08","33,960.25","33,991.51","33,598.64","286.70M","-0.98%"
"2023- 10- 17","33,997.65","33,869.84","34,147.63","33,854.70","281.01M","0.04%"
"2023- 10- 16","33,984.54","33,832.42","34,088.98","33,832.42","272.99M","0.93%"
"2023- 10- 13","33,670.29","33,733.34","33,957.72","33,551.58","306.34M","0.12%"
"2023- 10- 12","33,631.14","33,845.65","33,863.80","33,455.60","290.36M","-0.51%"
"2023- 10- 11","33,804.87","33,822.20","33,882.55","33,612.25","256.56M","0.19%"
"2023- 10- 10","33,739.30","33,683.41","33,898.22","33,604.32","255.65M","0.40%"
"2023- 10- 09","33,604.65","33,259.84","33,631.81","33,253.69","229.80M","0.59%"
"2023- 10- 06","33,407.58","33,040.70","33,557.69","32,846.94","336.61M","0.87%"
"2023- 10- 05","33,119.57","33,099.23","33,174.38","32,941.56","278.48M","-0.03%"
"2023- 10- 04","33,129.55","33,034.18","33,156.45","32,873.23","288.69M","0.39%"
"2023- 10- 03","33,002.38","33,318.84","33,398.54","32,916.20","295.14M","-1.29%"
"2023- 10- 02","33,433.35","33,455.50","33,511.91","33,219.56","275.63M","-0.22%"
"2023- 09- 29","33,507.50","33,882.61","33,893.68","33,407.45","322.20M","-0.47%"
"2023- 09- 28","33,666.34","33,519.44","33,777.90","33,473.50","278.93M","0.35%"
"2023- 09- 27","33,550.27","33,682.81","33,731.65","33,306.30","302.72M","-0.20%"
"2023- 09- 26","33,618.88","33,862.68","33,879.93","33,569.60","282.20M","-1.14%"
"2023- 09- 25","34,006.88","33,907.59","34,017.53","33,780.67","230.07M","0.13%"
"2023- 09- 22","33,963.84","34,077.08","34,156.15","33,947.24","271.27M","-0.31%"
"2023- 09- 21","34,070.42","34,332.23","34,378.30","34,058.72","334.33M","-1.08%"
"2023- 09- 20","34,440.88","34,575.50","34,776.28","34,434.29","294.11M","-0.22%"
"2023- 09- 19","34,517.73","34,571.84","34,597.56","34,311.69","287.53M","-0.31%"
"2023- 09- 18","34,624.30","34,612.29","34,725.06","34,545.35","257.31M","0.02%"
"2023- 09- 15","34,618.24","34,902.04","34,902.04","34,572.27","592.24M","-0.83%"
"2023- 09- 14","34,907.11","34,687.50","34,977.97","34,687.50","308.30M","0.96%"
"2023- 09- 13","34,575.53","34,667.28","34,767.11","34,509.95","298.57M","-0.20%"
"2023- 09- 12","34,645.99","34,620.02","34,852.61","34,560.55","318.67M","-0.05%"
"2023- 09- 11","34,663.72","34,650.01","34,784.52","34,578.59","295.46M","0.25%"
"2023- 09- 08","34,576.59","34,487.41","34,627.85","34,473.57","295.98M","0.22%"
"2023- 09- 07","34,500.73","34,351.18","34,560.86","34,351.18","391.19M","0.17%"
"2023- 09- 06","34,443.19","34,611.68","34,611.68","34,291.56","308.91M","-0.57%"
"2023- 09- 05","34,641.97","34,843.22","34,871.26","34,635.63","286.34M","-0.56%"
"2023- 09- 01","34,837.71","34,876.24","34,979.18","34,720.70","289.07M","0.33%"
"2023- 08- 31","34,721.91","34,909.09","35,070.21","34,719.77","349.85M","-0.48%"
"2023- 08- 30","34,890.24","34,847.80","35,025.57","34,811.74","238.90M","0.11%"
"2023- 08- 29","34,852.67","34,531.12","34,864.42","34,531.12","264.10M","0.85%"
"2023- 08- 28","34,559.98","34,441.64","34,652.91","34,441.64","227.20M","0.62%"
"2023- 08- 25","34,346.90","34,217.06","34,441.91","34,029.22","257.44M","0.73%"
"2023- 08- 24","34,099.42","34,439.83","34,694.68","34,093.65","349.00M","-1.08%"
"2023- 08- 23","34,472.98","34,338.59","34,534.72","34,321.00","371.47M","0.54%"
"2023- 08- 22","34,288.83","34,494.17","34,514.04","34,256.84","281.32M","-0.51%"
"2023- 08- 21","34,463.69","34,531.28","34,570.96","34,248.46","412.30M","-0.11%"
"2023- 08- 18","34,500.66","34,368.36","34,587.07","34,263.19","325.87M","0.07%"
